rut;name;last_name;email;phone;channel;date;user
101794784;Andrea;Arias;andrea.arias@tutamail.au;56930818387;Email;05-04-2024;JC
246386854;Elena;Cordoba;elena.cordoba@tutamail.fr;56995913903;Web;02-01-2023;AC2
165134095;Rocio;Campos;rocio.campos@tutamail.eu;56903898723;Web;16-05-2023;JC
206732377;Sergio;Paez;sergio.paez@tutamail.co;56920216156;Email;17-07-2023;AC1
205619917;Roberto;Moreno;roberto.moreno@tutamail.it;56990201627;Web;15-03-2024;AC2
152028407;Daniela;Aguirre;daniela.aguirre@tutamail.eu;56900827271;Email;14-03-2023;AC1
221781805;Luisa;Campos;luisa.campos@tutamail.jp;56987504054;Call Center;22-11-2023;AC1
147274033;Raul;Arias;raul.arias@tutamail.ar;56901053541;Call Center;15-04-2024;JC
119898617;Loreto;Caceres;loreto.caceres@tutamail.ca;56991078774;Email;03-05-2024;AC1
238865573;Camila;Ojeda;camila.ojeda@tutamail.bg;56964858778;Call Center;15-06-2023;AC2
15774741K;Francisco;Perez;francisco.perez@tutamail.pl;56939889815;Email;10-04-2024;AC1
237455746;Fernanda;Moreno;fernanda.moreno@mail.com;56969869444;Email;14-05-2024;AC2
157415778;Camila;Navarro;camila.navarro@tutamail.cn;56936549534;Email;05-05-2024;JC
185768988;Catalina;Ruiz;catalina.ruiz@live.com;56905372001;Email;04-01-2023;AC2
156864374;Camila;Vera;camila.vera@tutamail.nl;56977805781;Email;04-05-2023;AC2
201803195;Carolina;Gimenez;carolina.gimenez@hotmail.com;56971022551;Call Center;27-07-2023;AC1
22874350K;Constanza;Godoy;constanza.godoy@tutamail.co;56984012047;Email;05-06-2023;AC3
157454595;Catalina;Peralta;catalina.peralta@tutamail.co;56976806013;Web;05-12-2023;AC3
195585164;Isabel;Caceres;isabel.caceres@tutamail.kr;56975847883;Call Center;21-08-2023;JC
169580375;Natalia;Peralta;natalia.peralta@gmail.com;56908241238;Email;02-07-2022;AC3
164509095;Pablo;Vega;pablo.vega@gmx.com;56922842855;Web;08-11-2023;JC
212990914;Marcela;Arias;marcela.arias@tutamail.co;56907823392;Email;11-08-2022;AC1
231894276;Natalia;Cardozo;natalia.cardozo@msn.com;56937065856;Call Center;13-09-2023;AC2
148734755;Teresa;Suarez;teresa.suarez@tutamail.cl;56906399733;Email;11-09-2022;AC3
257112845;Maria;Ponce;maria.ponce@tutamail.es;56983146887;Email;07-09-2022;JC
10701599K;Teresa;Vidal;teresa.vidal@yahoo.com;56989122222;Web;12-07-2023;AC2
178821717;Antonia;Ojeda;antonia.ojeda@gmail.com;56926843558;Web;04-12-2022;AC1
191542673;Loreto;Vargas;loreto.vargas@tutamail.jp;56986382011;Email;26-12-2022;AC1
170935802;Ricardo;Moreno;ricardo.moreno@tutamail.br;56941613944;Web;09-01-2024;AC3
141851977;Valentina;Castro;valentina.castro@tutamail.sk;56974664896;Call Center;05-05-2024;JC
152947305;Carmen;Campos;carmen.campos@tutamail.ru;56913574462;Call Center;14-02-2023;JC
147473834;Rocio;Caceres;rocio.caceres@tutamail.de;56919562055;Email;28-09-2023;AC3
106515824;Camila;Ortiz;camila.ortiz@tutamail.nl;56967678884;Email;19-07-2023;AC3
187807654;Valentina;Ponce;valentina.ponce@protonmail.com;56969988513;Web;16-04-2023;AC1
209651084;Valentina;Gonzalez;valentina.gonzalez@tutamail.es;56956550760;Email;20-12-2022;AC1
109717797;Margarita;Romero;margarita.romero@icloud.com;56965288718;Call Center;25-08-2022;AC2
130224180;Luisa;Nunez;luisa.nunez@tutamail.pt;56934209921;Call Center;26-11-2022;AC3
228942979;Ana;Coronel;ana.coronel@tutamail.ru;56996251615;Web;28-02-2024;AC1
247082174;Carolina;Vargas;carolina.vargas@gmail.com;56994280946;Call Center;14-07-2022;AC3
119016290;Diego;Cardozo;diego.cardozo@yandex.com;56945829299;Email;30-07-2022;JC
255649043;Laura;Nunez;laura.nunez@tutamail.tw;56923753840;Web;01-08-2023;JC
255985396;Ana;Ferreyra;ana.ferreyra@hotmail.com;56926868869;Web;29-06-2023;AC1
162769391;Luis;Vera;luis.vera@tutamail.co;56984634025;Call Center;05-08-2023;AC1
241906817;Isabel;Vidal;isabel.vidal@tutamail.fr;56999050041;Web;16-03-2023;AC2
167348238;Paula;Caceres;paula.caceres@tutamail.in;56974319567;Email;31-10-2022;AC1
258527054;Camila;Peralta;camila.peralta@tutamail.kr;56967207394;Email;21-02-2023;AC1
191817575;Felipe;Vera;felipe.vera@tutamail.jp;56976048461;Email;15-05-2024;JC
182622087;Jose;Castro;jose.castro@icloud.com;56954409470;Email;29-05-2023;AC3
233143618;Patricia;Coronel;patricia.coronel@tutamail.cl;56905983367;Email;13-03-2024;AC3
187929180;Cristian;Gomez;cristian.gomez@protonmail.com;56978042334;Web;23-03-2023;JC
120308831;Catalina;Vega;catalina.vega@tutamail.ch;56937393865;Email;19-07-2022;AC2
243491614;Luisa;Coronel;luisa.coronel@tutamail.ru;56984334120;Web;02-03-2023;AC3
140733636;Constanza;Castro;constanza.castro@tutanota.com;56996319388;Email;18-05-2023;AC1
193696546;Roberto;Ferreyra;roberto.ferreyra@tutamail.hk;56904668158;Web;21-03-2023;AC2
20988674K;Sofia;Ferreyra;sofia.ferreyra@yandex.com;56987730303;Call Center;04-01-2023;AC1
146262635;Isabel;Suarez;isabel.suarez@tutamail.tw;56919136752;Call Center;27-05-2022;JC
237297784;Isabel;Cordoba;isabel.cordoba@tutamail.es;56951344655;Email;28-01-2023;AC3
151624839;Fernando;Castro;fernando.castro@msn.com;56961963373;Email;31-07-2022;AC1
194586191;Loreto;Cardozo;loreto.cardozo@protonmail.com;56999251698;Call Center;30-05-2022;AC2
181597143;Valentina;Vera;valentina.vera@tutamail.uk;56907257630;Email;06-04-2024;AC3
220803929;Daniela;Benitez;daniela.benitez@tutamail.be;56905725728;Call Center;12-09-2022;AC1
117940861;Veronica;Godoy;veronica.godoy@tutamail.mx;56932025371;Web;20-05-2023;AC2
250198663;Ricardo;Torres;ricardo.torres@tutamail.co;56979104569;Email;07-06-2023;AC3
15604802K;Claudia;Campos;claudia.campos@tutamail.us;56981774140;Call Center;07-11-2023;AC2
204504083;Carolina;Hernandez;carolina.hernandez@aol.com;56905152460;Web;10-04-2023;AC1
249734837;Monica;Cordoba;monica.cordoba@tutamail.cn;56902150719;Web;08-03-2023;JC
205026886;Javiera;Hernandez;javiera.hernandez@tutamail.tw;56928712977;Email;18-04-2024;AC3
232012331;Patricia;Peralta;patricia.peralta@tutamail.hk;56926240434;Email;02-06-2022;AC1
148178224;Constanza;Nunez;constanza.nunez@tutamail.org;56928948900;Email;07-04-2023;AC3
167725864;Veronica;Peralta;veronica.peralta@tutamail.es;56996531846;Web;29-09-2023;AC1
137699850;Antonia;Vazquez;antonia.vazquez@tutamail.nz;56952555125;Email;23-07-2023;JC
121712717;Rocio;Peralta;rocio.peralta@tutamail.ch;56917246215;Web;07-04-2023;JC
151549136;Elena;Arias;elena.arias@tutamail.nl;56946470106;Call Center;21-05-2023;AC3
258772008;Carolina;Cabrera;carolina.cabrera@tutamail.cz;56952612481;Email;14-07-2022;AC3
227870214;Maria;Godoy;maria.godoy@tutamail.hu;56931633962;Email;14-10-2023;AC2
141471759;Sofia;Carrizo;sofia.carrizo@gmx.com;56940872167;Web;19-07-2023;JC
19551299K;Javiera;Jimenez;javiera.jimenez@tutamail.co;56984084591;Call Center;17-04-2023;AC1
220608239;Diego;Ferreyra;diego.ferreyra@hotmail.com;56920331298;Email;26-10-2023;AC1
200399781;Natalia;Ponce;natalia.ponce@yandex.com;56994793236;Web;12-03-2024;AC1
241802884;Catalina;Ferreyra;catalina.ferreyra@tutamail.pl;56905484383;Web;01-06-2023;AC1
180334750;Natalia;Cordoba;natalia.cordoba@msn.com;56913760038;Email;19-10-2023;AC1
10450857K;Catalina;Ojeda;catalina.ojeda@inbox.com;56997745308;Email;21-11-2023;JC
115975757;Ana;Godoy;ana.godoy@tutamail.ru;56924650699;Web;30-04-2024;AC3
244961681;Sofia;Cordoba;sofia.cordoba@tutamail.us;56968043731;Web;22-09-2023;AC2
141023977;Valentina;Castro;valentina.castro@tutamail.ch;56951378624;Email;08-11-2022;AC2
119039932;Pedro;Ferreyra;pedro.ferreyra@tutanota.com;56923943876;Web;18-05-2024;AC2
114493090;Paula;Luna;paula.luna@icloud.com;56908342692;Web;13-05-2023;AC1
259416612;Laura;Vidal;laura.vidal@inbox.com;56947172681;Email;03-06-2022;AC2
202660541;Raul;Nunez;raul.nunez@zoho.com;56913960251;Call Center;21-08-2022;AC1
116263947;Natalia;Aguirre;natalia.aguirre@aol.com;56916785048;Email;06-03-2024;AC3
109758728;Andrea;Pereyra;andrea.pereyra@tutamail.be;56956805258;Web;28-06-2022;JC
241849821;Camila;Torres;camila.torres@tutamail.pt;56912914570;Email;03-05-2024;AC3
156992062;Fernanda;Nunez;fernanda.nunez@icloud.com;56980196256;Call Center;27-08-2023;AC3
225310750;Antonia;Moreno;antonia.moreno@tutamail.cn;56929347281;Web;19-06-2022;AC3
179203804;Marcela;Fernandez;marcela.fernandez@tutamail.hu;56922178510;Call Center;17-05-2023;AC3
144650964;Alejandro;Vega;alejandro.vega@tutamail.tr;56980261700;Web;07-02-2023;AC3
198881821;Catalina;Coronel;catalina.coronel@hotmail.com;56969885911;Call Center;19-05-2023;AC1
242342151;Catalina;Perez;catalina.perez@yahoo.com;56904646497;Email;02-02-2023;AC3
243130972;Felipe;Vidal;felipe.vidal@me.com;56934094107;Web;06-03-2024;JC
159987825;Pedro;Rojas;pedro.rojas@aol.com;56995923781;Email;11-03-2024;AC1
144560752;Laura;Molina;laura.molina@tutamail.nl;56956728372;Email;13-09-2022;AC1
215074250;Hernan;Arias;hernan.arias@tutamail.au;56989610482;Call Center;24-12-2023;AC1
220880087;Rosa;Molina;rosa.molina@yopmail.com;56934776861;Call Center;23-01-2023;AC1
156155926;Constanza;Paez;constanza.paez@tutamail.co;56971616490;Web;16-06-2022;AC3
121406403;Laura;Hernandez;laura.hernandez@aol.com;56975361810;Email;17-05-2024;AC1
18017091K;Jose;Jimenez;jose.jimenez@tutamail.cn;56913813692;Call Center;15-09-2022;AC1
126104146;Camila;Carrizo;camila.carrizo@tutamail.be;56961652749;Call Center;08-10-2023;JC
204957371;Valentina;Figueroa;valentina.figueroa@tuta.io;56963805291;Web;01-07-2023;JC
138388964;Teresa;Arias;teresa.arias@tutamail.org;56922042661;Call Center;17-04-2024;JC
198156922;Florencia;Gomez;florencia.gomez@aol.com;56944686412;Web;19-08-2023;AC1
129879459;Marcela;Ponce;marcela.ponce@tutamail.kr;56902022954;Email;12-07-2022;JC
124021219;Natalia;Hernandez;natalia.hernandez@yahoo.com;56985975926;Call Center;12-12-2023;JC
157793535;Monica;Arias;monica.arias@tutamail.ru;56956622235;Email;31-10-2022;AC3
175112014;Javiera;Campos;javiera.campos@tutamail.br;56978595578;Call Center;02-12-2023;AC1
248617187;Marcela;Nunez;marcela.nunez@yandex.com;56958792259;Email;02-03-2024;JC
118368428;Carolina;Campos;carolina.campos@yahoo.com;56955926755;Web;29-01-2023;JC
133859128;Pamela;Gomez;pamela.gomez@tutamail.net;56994196614;Web;28-12-2023;JC
141056719;Roberto;Nunez;roberto.nunez@outlook.com;56991845109;Call Center;06-09-2023;AC1
218159974;Patricia;Cordoba;patricia.cordoba@tutamail.es;56948712503;Web;07-08-2023;AC2
188950167;Victor;Benitez;victor.benitez@tutamail.bg;56965903373;Email;06-01-2024;AC1
259821444;Valentina;Paez;valentina.paez@tuta.io;56911493720;Web;11-10-2022;AC1
257297535;Rocio;Gimenez;rocio.gimenez@yandex.com;56978217386;Call Center;14-01-2023;JC
199834592;Cristian;Moreno;cristian.moreno@tutamail.co;56971023754;Web;09-07-2022;JC
242529677;Catalina;Gutierrez;catalina.gutierrez@tutamail.br;56935284058;Web;26-06-2022;AC3
173738846;Florencia;Rojas;florencia.rojas@tutamail.uk;56915659169;Email;03-06-2023;JC
165492102;Juan;Hernandez;juan.hernandez@mail.com;56940687641;Web;16-03-2024;AC2
129834714;Claudio;Ponce;claudio.ponce@tutamail.jp;56928471409;Email;17-12-2023;AC2
194936974;Eduardo;Vera;eduardo.vera@tutamail.org;56974323363;Call Center;18-10-2022;AC2
129276843;Fernanda;Gimenez;fernanda.gimenez@hotmail.com;56993430315;Email;26-03-2024;AC3
234320645;Ana;Mendez;ana.mendez@icloud.com;56959592302;Call Center;03-05-2023;JC
104667732;Jorge;Coronel;jorge.coronel@tutamail.co;56970552689;Call Center;20-03-2023;AC3
181219149;Catalina;Godoy;catalina.godoy@yopmail.com;56934263790;Call Center;28-10-2022;AC3
217976715;Luisa;Sanchez;luisa.sanchez@tuta.io;56915757549;Email;21-11-2023;JC
173924879;Carmen;Cardozo;carmen.cardozo@tutamail.ch;56991019079;Web;13-02-2024;AC2
141225871;Jose;Cardozo;jose.cardozo@gmail.com;56981290837;Email;04-04-2024;AC2
108113227;Patricia;Garcia;patricia.garcia@tutamail.be;56913240726;Call Center;02-05-2023;AC2
216470206;Natalia;Paez;natalia.paez@tutamail.tr;56998022861;Email;22-09-2023;JC
11983144K;Florencia;Garcia;florencia.garcia@tutamail.com;56965314951;Email;21-11-2023;AC3
181785950;Fernanda;Garcia;fernanda.garcia@tutamail.us;56920524812;Call Center;18-05-2023;AC1
11744077K;Fernanda;Ramirez;fernanda.ramirez@tutamail.cn;56995272378;Email;29-09-2022;JC
109509000;Margarita;Cordoba;margarita.cordoba@tutamail.com;56914325269;Call Center;06-07-2023;AC1
14030705K;Juan;Rios;juan.rios@protonmail.com;56947967825;Call Center;26-09-2022;AC2
193214584;Antonia;Hernandez;antonia.hernandez@tutamail.bg;56918664499;Call Center;19-02-2023;AC3
192956366;Sofia;Alvarez;sofia.alvarez@tutamail.tw;56981842721;Email;20-06-2023;AC1
233429481;Sergio;Castro;sergio.castro@tutamail.fr;56982974408;Call Center;16-01-2024;AC2
179566060;Patricia;Vera;patricia.vera@tutamail.nl;56957448849;Call Center;22-01-2024;AC3
194900414;Andres;Vega;andres.vega@tutamail.us;56909503124;Call Center;15-03-2023;AC2
155360925;Felipe;Castro;felipe.castro@tutamail.jp;56934581108;Call Center;04-04-2024;JC
240882264;Florencia;Gomez;florencia.gomez@tutamail.de;56954873032;Call Center;22-03-2024;AC3
208682016;Javiera;Figueroa;javiera.figueroa@tutamail.it;56969158471;Call Center;12-01-2024;AC2
166692784;Ana;Fernandez;ana.fernandez@tutamail.hu;56911770863;Email;25-04-2024;AC1
147209754;Luisa;Perez;luisa.perez@zoho.com;56997197065;Web;25-10-2023;AC3
181236213;Natalia;Godoy;natalia.godoy@tutamail.ch;56937382351;Email;09-04-2023;AC1
101282376;Felipe;Carrizo;felipe.carrizo@tutamail.tr;56945798615;Email;21-04-2023;AC3
227733500;Andrea;Benitez;andrea.benitez@icloud.com;56903454329;Call Center;28-03-2024;JC
103067979;Carmen;Vera;carmen.vera@tutamail.au;56910756327;Call Center;27-07-2023;AC2
221113489;Fernanda;Ojeda;fernanda.ojeda@tutamail.it;56916578774;Web;07-07-2023;AC1
194894384;Sofia;Vargas;sofia.vargas@protonmail.com;56922266293;Call Center;27-06-2022;JC
154967249;Alvaro;Sosa;alvaro.sosa@tutanota.com;56975267241;Call Center;09-10-2022;AC1
199554182;Constanza;Ferreyra;constanza.ferreyra@tutamail.tr;56941447388;Call Center;04-07-2023;AC3
113245093;Catalina;Romero;catalina.romero@tutamail.hu;56964170483;Web;29-11-2022;AC1
204020752;Mauricio;Peralta;mauricio.peralta@msn.com;56993705848;Web;16-03-2023;JC
216590899;Javiera;Flores;javiera.flores@zoho.com;56979617751;Email;12-10-2022;AC1
209394502;Elena;Vidal;elena.vidal@tutamail.in;56944964869;Call Center;20-07-2022;AC2
130712061;Maria;Jimenez;maria.jimenez@tutamail.eu;56985653572;Email;17-01-2024;AC1
204525773;Teresa;Figueroa;teresa.figueroa@outlook.com;56900435759;Call Center;07-11-2023;AC1
148875200;Florencia;Rios;florencia.rios@zoho.com;56973596872;Call Center;06-09-2023;AC1
105269900;Valentina;Paez;valentina.paez@tutamail.cz;56970377436;Email;18-11-2022;AC3
223133630;Eduardo;Caceres;eduardo.caceres@tutamail.cn;56916468275;Web;28-01-2023;AC2
255353594;Antonia;Lopez;antonia.lopez@tutamail.es;56988037318;Call Center;21-01-2023;AC2
12354692K;Elena;Moreno;elena.moreno@msn.com;56943507637;Call Center;28-07-2022;AC3
254448591;Carolina;Ortiz;carolina.ortiz@tutamail.au;56970475824;Call Center;18-10-2023;JC
12712342K;Margarita;Cardozo;margarita.cardozo@aol.com;56942050555;Web;14-03-2024;AC3
143307077;Loreto;Peralta;loreto.peralta@outlook.com;56994465478;Call Center;18-09-2023;AC3
141984608;Rocio;Nunez;rocio.nunez@tutamail.cz;56989290679;Email;03-12-2023;JC
240088762;Jose;Torres;jose.torres@tutamail.nz;56964486389;Call Center;24-04-2024;AC3
202268161;Pamela;Campos;pamela.campos@tutamail.de;56935955560;Web;13-04-2024;AC1
241225178;Laura;Ponce;laura.ponce@aol.com;56960116948;Call Center;10-03-2024;AC3
113830794;Gabriela;Ponce;gabriela.ponce@tutamail.nz;56923877390;Call Center;03-12-2022;JC
159307026;Patricia;Herrera;patricia.herrera@tutamail.cl;56966600765;Email;22-09-2022;AC3
140979252;Javiera;Ruiz;javiera.ruiz@tutamail.us;56998138823;Email;13-02-2023;AC2
246513945;Fernanda;Ortiz;fernanda.ortiz@tutamail.ca;56982338033;Web;27-05-2023;AC1
175021868;Alejandro;Carrizo;alejandro.carrizo@yandex.com;56973861163;Call Center;05-07-2023;JC
172568866;Loreto;Peralta;loreto.peralta@icloud.com;56944458033;Email;31-08-2023;AC3
179304422;Elena;Nunez;elena.nunez@tutamail.pt;56917036388;Call Center;03-10-2022;AC2
234888838;Roberto;Luna;roberto.luna@tutamail.es;56904952205;Email;07-09-2023;AC1
156628565;Valentina;Figueroa;valentina.figueroa@tutamail.co;56980945300;Web;10-09-2023;AC3
153745579;Catalina;Ferreyra;catalina.ferreyra@tutamail.tr;56978946221;Web;17-01-2023;AC1
241096319;Florencia;Ponce;florencia.ponce@tutamail.pt;56904555561;Call Center;28-07-2023;AC3
182519685;Javiera;Fernandez;javiera.fernandez@tutamail.com;56983701488;Email;15-12-2022;AC2
147556926;Sebastian;Gomez;sebastian.gomez@tutamail.us;56915522489;Email;29-03-2024;JC
222012686;Natalia;Arias;natalia.arias@tutamail.de;56944430900;Web;12-01-2024;AC1
239735975;Diego;Hernandez;diego.hernandez@mail.com;56944000427;Email;04-12-2023;AC3
124912547;Camila;Campos;camila.campos@outlook.com;56959236618;Web;08-03-2024;JC
121886782;Natalia;Ferreyra;natalia.ferreyra@tutamail.net;56999047880;Call Center;30-10-2023;AC1
152994869;Carmen;Sanchez;carmen.sanchez@tutamail.us;56910371395;Email;11-11-2023;JC
239586546;Catalina;Gimenez;catalina.gimenez@protonmail.com;56987139797;Email;02-08-2022;AC3
178450158;Patricia;Cordoba;patricia.cordoba@protonmail.com;56966595767;Web;15-11-2022;JC
135425222;Claudia;Ramirez;claudia.ramirez@gmx.com;56997389010;Call Center;06-07-2023;AC2
17710857K;Elena;Rojas;elena.rojas@tutamail.pl;56992177853;Call Center;05-06-2023;AC1
249954284;Rocio;Perez;rocio.perez@tuta.io;56967202986;Email;04-04-2024;AC2
115380281;Diego;Peralta;diego.peralta@tutamail.ar;56933883938;Email;19-06-2022;JC
121622777;Constanza;Arias;constanza.arias@tutanota.com;56934680695;Web;24-08-2022;AC3
244798489;Patricia;Sosa;patricia.sosa@gmx.com;56934394879;Web;05-02-2023;AC1
212412538;Marcela;Campos;marcela.campos@tutamail.bg;56917449221;Call Center;25-06-2023;AC3
150093082;Fernando;Mendez;fernando.mendez@tutamail.ar;56965914501;Call Center;12-07-2023;AC2
223202470;Camila;Arias;camila.arias@tutamail.net;56983923486;Web;19-09-2023;AC2
242805550;Paula;Rojas;paula.rojas@protonmail.com;56915126188;Call Center;03-07-2022;AC1
161730092;Marcela;Figueroa;marcela.figueroa@tutamail.sk;56929364018;Call Center;21-06-2023;JC
114483303;Rocio;Caceres;rocio.caceres@tutamail.tw;56984430703;Web;16-04-2023;JC
23585497K;Ricardo;Coronel;ricardo.coronel@tutamail.br;56986481242;Call Center;18-03-2023;AC3
211355093;Loreto;Ortiz;loreto.ortiz@tuta.io;56910706157;Web;08-03-2024;JC
151973000;Veronica;Hernandez;veronica.hernandez@tutamail.ch;56997363297;Email;05-02-2023;AC3
202308880;Antonia;Mendez;antonia.mendez@tutamail.org;56949905756;Call Center;02-06-2022;JC
146930875;Ana;Vera;ana.vera@tutamail.br;56939587525;Web;09-10-2023;AC2
237536134;Andres;Vera;andres.vera@tutamail.de;56948278646;Email;15-01-2023;JC
208668072;Carlos;Carrizo;carlos.carrizo@tutamail.at;56905307103;Web;02-04-2023;AC1
174538387;Natalia;Moreno;natalia.moreno@me.com;56974301535;Call Center;05-10-2023;AC3
135797545;Daniel;Carrizo;daniel.carrizo@outlook.com;56990835288;Email;07-07-2022;AC1
166139023;Fernando;Ramirez;fernando.ramirez@tutamail.org;56961130886;Web;21-09-2022;AC1
160669772;Marcela;Vidal;marcela.vidal@tutamail.hk;56918726965;Email;29-07-2022;AC1
170319354;Paula;Vera;paula.vera@tutamail.org;56961890766;Web;20-12-2023;AC3
191386256;Natalia;Vazquez;natalia.vazquez@tutamail.au;56999899969;Web;02-01-2023;AC3
11881536K;Antonia;Ortiz;antonia.ortiz@tutamail.cl;56933305506;Web;18-06-2023;AC3
165599241;Francisco;Cardozo;francisco.cardozo@outlook.com;56963924256;Call Center;26-07-2023;JC
129751355;Paula;Ojeda;paula.ojeda@tutamail.mx;56959422046;Call Center;27-01-2023;JC
245996780;Florencia;Vargas;florencia.vargas@protonmail.com;56967208464;Call Center;15-01-2024;AC3
178613561;Andrea;Arias;andrea.arias@icloud.com;56995222521;Call Center;22-07-2023;JC
253999985;Sofia;Carrizo;sofia.carrizo@tutamail.eu;56989921927;Web;29-05-2022;AC1
192391814;Loreto;Godoy;loreto.godoy@tutamail.bg;56932208239;Call Center;04-03-2024;AC3
18488819K;Fernanda;Cordoba;fernanda.cordoba@mail.com;56933265020;Web;04-03-2024;JC
132183481;Rocio;Campos;rocio.campos@tutamail.us;56959491964;Email;15-05-2023;AC2
117714233;Eduardo;Peralta;eduardo.peralta@me.com;56929789194;Web;23-03-2023;AC2
106192669;Ricardo;Ojeda;ricardo.ojeda@outlook.com;56928064927;Email;22-11-2022;AC2
166587425;Carmen;Figueroa;carmen.figueroa@tutamail.co;56997789867;Web;20-01-2024;AC1
227471018;Marcela;Vargas;marcela.vargas@tutamail.gr;56937559567;Call Center;07-11-2023;AC2
164746011;Ricardo;Campos;ricardo.campos@gmx.com;56975250947;Call Center;16-11-2022;AC3
17665760K;Constanza;Ojeda;constanza.ojeda@tutamail.id;56965301186;Email;20-01-2023;AC3
153244936;Rosa;Lopez;rosa.lopez@tutamail.fr;56930359964;Web;11-03-2024;AC2
123947525;Patricio;Figueroa;patricio.figueroa@tutamail.pt;56983217912;Call Center;21-01-2023;AC1
16133376K;Natalia;Cordoba;natalia.cordoba@tuta.io;56915362006;Email;17-08-2023;AC2
134199547;Catalina;Benitez;catalina.benitez@yandex.com;56913942184;Call Center;19-07-2022;AC2
19753754K;Veronica;Paez;veronica.paez@tutamail.jp;56962093616;Call Center;15-05-2024;AC3
205693076;Javiera;Carrizo;javiera.carrizo@tutamail.hu;56957918514;Email;23-12-2022;AC2
207918903;Ricardo;Nunez;ricardo.nunez@tutamail.nz;56940346536;Email;18-08-2023;AC1
189270739;Alejandro;Cabrera;alejandro.cabrera@yahoo.com;56983123486;Email;04-07-2023;JC
207029769;Luis;Diaz;luis.diaz@live.com;56963419742;Web;26-09-2022;AC1
13973999K;Constanza;Cardozo;constanza.cardozo@yandex.com;56963644658;Web;09-09-2023;AC1
178684043;Teresa;Vera;teresa.vera@tutamail.au;56953326082;Email;31-01-2024;AC3
142058693;Fernanda;Hernandez;fernanda.hernandez@tutamail.hu;56994008648;Call Center;02-04-2024;AC1
175818308;Felipe;Alvarez;felipe.alvarez@tutamail.eu;56985105758;Call Center;04-02-2023;AC2
186761340;Roberto;Silva;roberto.silva@inbox.com;56964653335;Email;11-04-2024;AC2
140669857;Ricardo;Coronel;ricardo.coronel@icloud.com;56925531057;Call Center;06-07-2023;AC2
127733937;Luis;Ruiz;luis.ruiz@yahoo.com;56967172161;Call Center;11-03-2023;AC2
120498126;Javiera;Cabrera;javiera.cabrera@tutamail.co;56959676893;Email;02-01-2023;AC3
103898641;Andrea;Peralta;andrea.peralta@live.com;56955080748;Email;07-02-2023;AC3
128793607;Marcela;Ponce;marcela.ponce@tutamail.fr;56975835419;Email;28-09-2022;AC1
184829436;Rodrigo;Campos;rodrigo.campos@tutamail.com;56968018367;Web;15-08-2022;AC1
200207831;Daniela;Vargas;daniela.vargas@icloud.com;56906118983;Email;08-11-2023;JC
226433554;Claudia;Coronel;claudia.coronel@inbox.com;56985589001;Email;29-08-2023;AC3
149887571;Gabriela;Perez;gabriela.perez@me.com;56957069126;Call Center;14-06-2022;AC2
164755819;Francisco;Campos;francisco.campos@tutamail.ch;56906404381;Call Center;12-12-2023;JC
14261815K;Claudia;Paez;claudia.paez@yandex.com;56918963974;Call Center;12-10-2022;AC1
142839814;Patricia;Mendez;patricia.mendez@tutamail.ca;56943039631;Call Center;13-01-2024;JC
225264406;Carolina;Coronel;carolina.coronel@mail.com;56967891839;Email;10-04-2023;AC3
256074214;Antonia;Vargas;antonia.vargas@outlook.com;56942146513;Web;18-03-2024;AC2
128369414;Pablo;Cardozo;pablo.cardozo@tutamail.br;56995613275;Call Center;20-07-2023;AC1
12203030K;Sergio;Paez;sergio.paez@tutamail.au;56960507351;Call Center;01-10-2023;JC
15862057K;Valentina;Rios;valentina.rios@protonmail.com;56962096814;Call Center;02-05-2024;JC
177838136;Maria;Cardozo;maria.cardozo@tutamail.tw;56939601170;Call Center;16-11-2023;AC3
183839993;Andres;Castro;andres.castro@tutamail.de;56988622246;Call Center;05-09-2022;AC2
164122255;Valentina;Ponce;valentina.ponce@tutamail.br;56972580230;Call Center;15-03-2023;AC3
108082313;Carolina;Flores;carolina.flores@live.com;56928305238;Web;16-06-2022;AC1
204109397;Patricia;Hernandez;patricia.hernandez@tutamail.ru;56906417892;Email;11-03-2023;AC3
207521833;Valentina;Vidal;valentina.vidal@tutamail.us;56965834904;Email;11-10-2023;AC3
240121808;Natalia;Vidal;natalia.vidal@tuta.io;56913098962;Web;06-05-2023;JC
240776367;Victor;Cardozo;victor.cardozo@tutamail.gr;56930006508;Call Center;01-10-2022;JC
180821406;Catalina;Ojeda;catalina.ojeda@tutamail.co;56986606779;Web;19-06-2023;JC
184243938;Daniela;Rodriguez;daniela.rodriguez@yopmail.com;56949335402;Web;25-12-2023;AC1
225198918;Andrea;Ponce;andrea.ponce@gmx.com;56987953067;Call Center;12-06-2023;JC
231804927;Claudia;Vazquez;claudia.vazquez@tutamail.es;56941607643;Email;27-03-2024;AC1
134415614;Camila;Campos;camila.campos@tutamail.es;56938535790;Call Center;11-08-2023;AC3
143367428;Claudia;Campos;claudia.campos@tutamail.cl;56993024652;Web;11-01-2023;AC3
15308002K;Florencia;Navarro;florencia.navarro@tutamail.uk;56953610069;Call Center;26-10-2022;AC2
132821534;Teresa;Ojeda;teresa.ojeda@tutamail.es;56959648844;Call Center;18-03-2023;AC1
124998603;Natalia;Ruiz;natalia.ruiz@tutamail.hu;56906686809;Call Center;21-04-2023;AC1
232548878;Carmen;Figueroa;carmen.figueroa@tutamail.de;56993984107;Call Center;02-11-2023;AC1
